parent	child
0000001	0000005
0000005	0000006
0000005	0000007
0000001	0000118
0000118	0000119
0000118	0000152
0000118	0000478
0000118	0000598
0000118	0000707
0000118	0000769
0000118	0000818
0000118	0000924
0000118	0001197
0000005	0001425
0000005	0001426
0000005	0001427
0000005	0001428
0000005	0001466
0000005	0001472
0000118	0001507
0000118	0001574
0000118	0001608
0000118	0001626
0000118	0001871
0000118	0001939
0000118	0002086
0000118	0002664
0000118	0002715
0000118	0003011
0000118	0003549
0012823	0003674
0012823	0003679
0000005	0003743
0000005	0003745
0012823	0003812
0000005	0010985
0012823	0011008
0040006	0011420
0000001	0012823
0000118	0025031
0000118	0025142
0000001	0040006
0000118	0040064
0000118	0045027
