parent	child
0000005	0000001
0000006	0000005
0000007	0000005
0000118	0000001
0000119	0000118
0000152	0000118
0000478	0000118
0000598	0000118
0000707	0000118
0000769	0000118
0000818	0000118
0000924	0000118
0001197	0000118
0001425	0000005
0001426	0000005
0001427	0000005
0001428	0000005
0001466	0000005
0001472	0000005
0001507	0000118
0001574	0000118
0001608	0000118
0001626	0000118
0001871	0000118
0001939	0000118
0002086	0000118
0002664	0000118
0002715	0000118
0003011	0000118
0003549	0000118
0003674	0012823
0003679	0012823
0003743	0000005
0003745	0000005
0003812	0012823
0010985	0000005
0011008	0012823
0011420	0040006
0012823	0000001
0012824	0012823
0012830	0012823
0025031	0000118
0025142	0000118
0025204	0012823
0025254	0012823
0025280	0012823
0025285	0012823
0025354	0000118
0040006	0000001
0040064	0000118
0040279	0000001
0040280	0040279
0040281	0040279
0040282	0040279
0040283	0040279
0040284	0040279
0040285	0040279
0045027	0000118
